Name,ticker,Price,Rank,Volume,Market Cap
DFI.Money,YFII,3064.962931832549,384,160487598.9493281,118295309.31700906
SOLVE,SOLVE,0.31467617639492,385,1297244.42121284,118723399.6539687
Frontier,FRONT,3.23910109738694,386,129485647.38717987,118486318.14241427
Spendcoin,SPND,0.04554241209425,387,732449.54605525,118218398.5303522
Bounce Token,AUCTION,56.62197411594359,388,17791197.86783407,117997679.90619619
Newscrypto,NWC,0.75315282096684,389,6306742.18951945,117028411.45529646
LBRY Credits,LBC,0.22295692308836,390,2464443.23359414,116172776.48237908
Frax,FRAX,1.00500703355565,391,4250537.4594714,116023383.52827209
XeniosCoin,XNC,1.52070450579647,392,62276.07836986,115991672.39166793
AllianceBlock,ALBT,0.7421296300734,393,3522170.92592257,115937222.19849351
Contentos,COS,0.03874986698083,394,16840308.38379265,115874433.09840843
BOSAGORA,BOA,0.38447120341534,395,427364.8687703,115570133.20804557
Zenon,ZNN,21.5362828855512,396,1264758.51969798,115555800.50065084
Phoenix Global,PHB,0.03291994385278,397,6131466.02748698,115609808.4820715
SparkPoint,SRK,0.01448158345584,398,5470683.46872756,115318464.60423335
Rari Governance Token,RGT,13.20440583648551,399,4426976.7094321,115086319.743341
ChainX,PCX,14.88762113056527,400,2369523.37974847,114982308.65875128
KIMCHI.finance,KIMCHI,0.08087999740163,401,141988.64347119,113296947.04419538
Ignis,IGNIS,0.1458241988325,402,927662.67282108,110993206.70495445
Tellor,TRB,72.27232924961311,403,55434872.56096637,110620377.9097818
Perlin,PERL,0.22524547891601,404,26001358.25734122,110581769.4818216
Selfkey,KEY,0.02408817496986,405,24487434.75016222,110039489.62362027
v.systems,VSYS,0.04839866626755,406,4867087.93291098,108787244.62371525
NativeCoin,N8V,4.38522256466764,407,461.66312038,108350810.16267917
Sentinel Protocol,UPP,0.23643711233728,408,0,108478399.58962134
Dragonchain,DRGN,0.2917847469027,409,758381.52372743,108048268.06230016
Nexus,NXS,1.53345903598326,410,567078.1190848,107676641.05039741
BaaSid,BAAS,0.01944003203874,411,0,106920176.21307
PAX Gold,PAXG,1771.2238227527746,412,10751017.14724761,106558596.40062967
Radix,EXRD,0.14268630047455,413,2615578.04461927,104850835.24334368
WaykiChain,WICC,0.49904801976919,414,21185866.9093306,104800084.1515299
ZeroSwap,ZEE,2.68160224589961,415,32592009.36410304,104286663.95672612
Gifto,GTO,0.13317755363063,416,141783015.66107142,102578263.28834395
Beam,BEAM,1.20568875672202,417,20313662.97056955,103119279.88901609
Hegic,HEGIC,0.24146614645312,418,3449754.21530686,102708892.17253013
MX Token,MX,0.89893934459822,419,113245775.2263285,101952780.06562142
Mobilian Coin,MBN,0.71442367878123,420,70866.38521982,101086878.332575
Cindicator,CND,0.05034592852762,421,1119215.7064936,100691857.28718078
NEST Protocol,NEST,0.05023233259638,422,15097912.35365765,100521925.95964077
ELYSIA,EL,0.03594437747781,423,1843136.11752217,99486481.29263397
Hxro,HXRO,0.44129424948197,424,1483215.53018756,99155848.88653053
Massnet,MASS,1.03228507177395,425,3364052.06341609,98397574.23516288
Hacken Token,HAI,0.39780898527027,426,440547.69779586,98514532.17091537
Sentivate,SNTVT,0.02761250091313,427,1246100.05057623,97744962.32822084
Cream Finance,CREAM,158.1487444157937,428,5411472.63713257,97479406.78551808
Venus USDC,vUSDC,0.02037509443035,429,0,97209883.86350386
Wrapped NXM,WNXM,56.91688310666993,430,14751769.69334561,95447563.96209364
Switcheo,SWTH,0.07034757582715,431,845252.36184214,95127241.67884284
IDEX,IDEX,0.16433971925291,432,9590505.64545358,94993044.27190693
Darwinia Network,RING,0.20156965456146,433,4124557.98211749,94735441.64649515
Function X,FX,0.38547972924466,434,914339.75070438,94517765.62468491
FC Barcelona Fan Token,BAR,44.25168566900349,435,68214918.13988,93837115.51506332
DuckDaoDime,DDIM,90.5176377311724,436,1976901.69263215,93810383.69842497
LockTrip,LOC,6.25297390696625,437,448517.32939251,93495484.88427006
Huobi Pool Token,HPT,0.01535164594695,438,6232679.05364577,93270928.29614058
Aeternity,AE,0.27607850680771,439,26157315.17354807,92348060.78437932
Unifi Protocol DAO,UNFI,26.03116437411784,440,79634077.39948466,91022300.42297132
Super Zero Protocol,SERO,0.29107721203641,441,9473741.78664029,91007845.41895084
Ripio Credit Network,RCN,0.17822867559077,442,5612390.1626839,90612304.49908465
Electric Vehicle Zone,EVZ,0.20504851672313,443,1044.25658035,90781756.43709844
Proton,XPR,0.01933393734644,444,847018.9900839,90536656.60908616
Wing,WING,60.86993240295566,445,14134962.65934236,90512068.27386938
BarnBridge,BOND,43.93255453168977,446,1455533.16607023,90387965.97003266
FIO Protocol,FIO,0.39017143009626,447,14038069.93960219,89285499.84603767
Nimiq,NIM,0.01169320300156,448,2367224.16806414,88817908.86271074
Smartlands Network,SLT,17.35727113375359,449,851057.99703192,88537628.82203425
XYO,XYO,0.00688374947239,450,2418565.14493549,88420531.61222409
Dock,DOCK,0.13392823335315,451,33582755.15945073,88084271.79714748
Standard Tokenization Protocol,STPT,0.08539049410375,452,12810040.73505304,87537486.34139204
Radicle,RAD,17.80138612053578,453,11520133.94309679,87292746.12620191
Observer,OBSR,0.03785194719015,454,0,86942792.94537307
SUKU,SUKU,0.74850842265642,455,1392905.93965057,86752128.43140435
Cortex,CTXC,0.34574253013831,456,5900876.46531098,86414447.28205316
Constellation,DAG,0.06787326834792,457,1751094.87710482,85989453.46893659
Quantstamp,QSP,0.11980817543888,458,2456647.5706148,85519308.85940696
Aergo,AERGO,0.3225008537952,459,5730037.96156127,85146639.82181725
Skycoin,SKY,4.21564110424011,460,4296829.13310025,84312822.0848022
Venus ETH,vETH,41.32456582200864,461,0,84053918.93457064
Spartan Protocol,SPARTA,1.28167208247586,462,18039345.54113862,82783971.55908263
HyperCash,HC,1.80888652783695,463,60217680.07667562,81529969.56921071
Dentacoin,DCN,0.00014801557394,464,922169.06867063,81128120.0982834
yOUcash,YOUC,0.04590233803577,465,39520.22808182,80949666.6720611
Pirate Chain,ARRR,0.4546415073576,466,327864.988744,80711111.05176714
Empty Set Dollar,ESD,0.18067651938516,467,450741.88525012,80583921.95776403
MAPS,MAPS,1.28977478367091,468,1221902.34330422,80563870.41577399
Moss Coin,MOC,0.21937505064265,469,0,80553353.4594661
GET Protocol,GET,7.05513406843247,470,1916638.04514387,80345684.53523013
NFTX,NFTX,171.52691563670348,471,6529083.56167676,80348095.80132756
Belt,BELT,98.99464921091034,472,10260013.58864685,80351085.91966881
Oxen,OXEN,1.48680637887244,473,287522.47566428,79851311.00713144
Frax Share,FXS,8.16467199391924,474,7075318.44709328,79796960.34063528
Meme,MEME,2840.7450396618096,475,11563454.05289343,79540861.11053067
Minter Network,BIP,0.02126827571539,476,1516816.21824543,79434688.34341905
#MetaHash,MHC,0.03203155887254,477,3662947.27900249,79359500.72321828
Wabi,WABI,0.79651809497567,478,8012248.723119,79014594.49448307
Aurora,AOA,0.00785986301823,479,6677023.06827756,78362846.41388007
Groestlcoin,GRS,1.01301922278023,480,3396375.5423405,78307043.25628719
Big Data Protocol,BDP,3.26739979514248,481,8051592.15068933,78145873.46833149
DragonVein,DVC,0.50271458176192,482,209.15942889,77096283.12327896
EasyFi,EASY,34.0146625369672,483,11947087.71391211,77161406.84230804
Decentral Games,DG,401.71141697525667,484,1942468.52913026,76903231.26113695
CyberFi Token,CFi,50.70496488396306,485,3757294.00139757,76860664.67467144
Sport and Leisure,SNL,0.11305332209576,486,399726.74149111,76725101.40128182
Prometeus,PROM,12.51505523412212,487,7492635.2183761,76592138.03282738
Einsteinium,EMC2,0.34502927022986,488,74632.99238044,76416584.7207577
0Chain,ZCN,1.57729859235877,489,1670835.54254966,76342800.77738217
GXChain,GXC,1.08609786186176,490,14665466.19763509,76026850.3303232
The Midas Touch Gold,TMTG,0.00958056620265,491,254422.19604011,76369443.66605699
Ergo,ERG,2.40865221363046,492,287460.27291542,75680221.07605773
AXEL,AXEL,0.27406171130298,493,100121.86874347,75598842.27482487
pNetwork,PNT,2.63408438314385,494,19958302.83570437,74871828.69733809
Swingby,SWINGBY,0.60963419035418,495,2691440.72833342,74744044.51306422
OctoFi,OCTO,92.34713872247886,496,2578507.04777457,73647297.9408351
AirSwap,AST,0.48730141312906,497,4544193.22721865,73095211.969359
DeXe,DEXE,25.28473382021602,498,9555706.57077884,73108001.3973742
Quiztok,QTCON,0.10469660614065,499,0,72172049.71765107
TurtleCoin,TRTL,0.00072866292506,500,8175579.09529543,71753125.82982647
